,Date,close_price,rv5,y_t,x_t,X_t
43,2010-03-09,10564.61,1.9e-05,0.0013601797230898853,-13.756380590506803,-10.871071578797833
44,2010-03-10,10566.5,3.37e-05,0.00017888317320191216,-17.592621648061215,-10.298012720605959
45,2010-03-11,10610.33,3.14e-05,0.00413943565541247,-11.140639461657019,-10.368702665050067
46,2010-03-12,10623.94,2.4e-05,0.0012818902522866013,-13.914485890788198,-10.637456727616328
47,2010-03-15,10640.71,2.48e-05,0.0015772658827352601,-13.373880831361861,-10.604666904793337
48,2010-03-16,10685.0,2.85e-05,0.004153677760606655,-11.133175787067891,-10.46560647068967
49,2010-03-17,10733.67,2.93e-05,0.004544641078852226,-10.938463954367402,-10.437923041941252
50,2010-03-18,10777.43,2.01e-05,0.004068602755338661,-11.178179404991841,-10.814790742899245
51,2010-03-19,10738.58,4.28e-05,-0.003611268280788669,-11.072417449798614,-10.058972455376523
52,2010-03-22,10785.59,3.54e-05,0.004368119629952239,-11.024038128655286,-10.248798737824545
53,2010-03-23,10887.92,2.01e-05,0.009442933829131705,-9.396159195827906,-10.814790742899245
54,2010-03-24,10837.81,3.11e-05,-0.004612971703104756,-10.619506997380697,-10.378302738779086
55,2010-03-25,10842.65,7.57e-05,0.0004464849989719194,-18.118474786203908,-9.48873239752087
56,2010-03-26,10850.59,3.88e-05,0.0007320253087655525,-15.638853628445563,-10.157090311335047
57,2010-03-29,10896.76,2.92e-05,0.004246040953590525,-11.085436731092626,-10.441341848690039
58,2010-03-30,10905.91,2.33e-05,0.0008393467898365484,-15.16544373053884,-10.66705719739262
59,2010-03-31,10857.77,4.78e-05,-0.004423891410971021,-10.697510572857205,-9.948484918466864
60,2010-04-01,10926.61,7.41e-05,0.006320145824361866,-10.235336926310495,-9.510095025662233
61,2010-04-05,10974.45,1.48e-05,0.004368745265228018,-11.02372827469948,-11.120883377194204
62,2010-04-06,10970.75,2.08e-05,-0.0003372035830213143,-14.624311090991661,-10.780557571257003
63,2010-04-07,10898.27,3.7e-05,-0.006628579185139501,-9.9355101065498,-10.20459264532005
64,2010-04-08,10928.05,3.01e-05,0.0027288171784878128,-12.06570355072762,-10.410985386209443
65,2010-04-09,10997.28,2.65e-05,0.006315091273553995,-10.237025309567553,-10.538365824972098
66,2010-04-12,11007.25,1.6e-05,0.0009061771082812788,-14.918792766305312,-11.042921835724492
67,2010-04-13,11019.04,1.96e-05,0.001070538990088445,-14.416732787721484,-10.839980991727803
68,2010-04-14,11121.97,2.07e-05,0.009297745812617648,-9.42828053738631,-10.78537685769295
69,2010-04-15,11146.69,1.43e-05,0.00222016144249193,-12.542369506894207,-11.155251020698412
70,2010-04-16,11021.38,0.000105876,-0.01130557010284203,-8.907347171550137,-9.153241959936306
71,2010-04-19,11092.5,3.06e-05,0.006432181526133844,-10.19827470756805,-10.39451054900594
72,2010-04-20,11118.27,2.11e-05,0.002320496908810916,-12.438916128358539,-10.766237517482253
73,2010-04-21,11121.9,2.58e-05,0.00032643635657761383,-24.994455049984403,-10.565136066036702
74,2010-04-22,11134.97,7.96e-05,0.0011744689619315443,-14.15401576171726,-9.438496465113937
75,2010-04-23,11201.86,3.83e-05,0.005989229443039711,-10.348996339546533,-10.170060661777674
76,2010-04-26,11206.17,2.03e-05,0.0003846835311403396,-19.63424635287508,-10.804889671916532
77,2010-04-27,10990.02,0.000103365,-0.019476931222338678,-7.843429177092609,-9.177244144486993
78,2010-04-28,11048.52,7.73e-05,0.005308894091774928,-10.605164602678533,-9.467816602370897
79,2010-04-29,11167.47,5.64e-05,0.010708605531975524,-9.136050910885526,-9.783041399460261
80,2010-04-30,11004.0,7.1e-05,-0.014746244811511159,-8.389246933308616,-9.552830680922959
81,2010-05-03,11152.43,5.5e-05,0.013398568318664676,-8.675117124120266,-9.808177372731803
82,2010-05-04,10929.11,0.000264184,-0.020227539772335018,-7.769038147482895,-8.238864727891572
83,2010-05-05,10868.35,0.000146804,-0.005574975925646722,-10.263861098158193,-8.826412194198674
84,2010-05-06,10513.9,0.001351827,-0.03315670445900546,-6.7932032477979565,-6.6062982681286435
85,2010-05-07,10375.82,0.000774814,-0.013220092085856618,-8.60269828406635,-7.162887557415536
86,2010-05-10,10787.33,0.001430824,0.03889419816692228,-6.510870873627515,-6.54950477688727
87,2010-05-11,10749.47,0.000151023,-0.0035158462723802473,-11.121433056419159,-8.798078414867746
88,2010-05-12,10896.99,7.45e-05,0.013630153277871019,-8.639985506799466,-9.50471143257876
89,2010-05-13,10779.09,8.87e-05,-0.01087845797732228,-8.98214228541945,-9.33025066864874
90,2010-05-14,10623.33,0.000189362,-0.014555620346863155,-8.414695927195908,-8.571850030921631
91,2010-05-17,10626.58,0.000199214,0.00030588365083347176,-21.250915894771524,-8.521130934158881
92,2010-05-18,10512.16,0.000215308,-0.010825727310636508,-8.991573426549122,-8.443440996829564
93,2010-05-19,10441.35,0.000268285,-0.006758797887114919,-9.898430097296524,-8.223460709661738
94,2010-05-20,10067.48,0.000678452,-0.0364634572884735,-6.604861058193673,-7.295696825480718
95,2010-05-21,10196.26,0.00052489,0.012710559233915019,-8.78328368552521,-7.552321841135354
96,2010-05-24,10062.87,0.000149832,-0.013168574129889395,-8.610316753309458,-8.805995891536721
97,2010-05-25,10046.17,0.000712347,-0.0016609449122628158,-12.438117708313772,-7.246945405722831
98,2010-05-26,9971.65,0.000219833,-0.00744540057256573,-9.713536012889044,-8.422642390776392
99,2010-05-27,10260.72,0.000380712,0.028576945948856996,-7.133552144843248,-7.87346737419001
100,2010-05-28,10133.46,0.000191272,-0.012480193053097131,-8.715001120214847,-8.561814059193642
101,2010-06-01,10020.62,0.000201025,-0.011197849675974151,-8.925948844718073,-8.512081279530062
102,2010-06-02,10250.29,9.88e-05,0.02266102787714603,-7.603571892031954,-9.222412953210451
103,2010-06-03,10253.7,0.000117562,0.00033261819103876734,-25.843065925458603,-9.048544703968954
104,2010-06-04,9933.94,0.000377405,-0.031681439254330195,-6.883313095870793,-7.882191676574926
105,2010-06-07,9817.17,0.000107489,-0.011824283344117312,-8.820118739694536,-9.138122041213572
106,2010-06-08,9936.58,0.000217588,0.0120900036187285,-8.886131540138084,-8.432907191561965
107,2010-06-09,9899.93,0.000127953,-0.003695210669957517,-11.030269924905419,-8.963847548974494
108,2010-06-10,10172.0,0.000410696,0.02711116115139718,-7.240126107681571,-7.797657276518389
109,2010-06-11,10211.52,0.000127426,0.0038776471893995535,-11.283039050128146,-8.967974754015382
110,2010-06-14,10193.92,0.000116071,-0.001725030615797109,-12.374760359086451,-9.061308485130203
111,2010-06-15,10402.73,7.51e-05,0.02027680756675444,-7.829389722253849,-9.496689999194185
112,2010-06-16,10409.38,7.3e-05,0.0006390510357971964,-16.165130436297332,-9.525051116815883
113,2010-06-17,10432.51,7.04e-05,0.0022195692900985873,-12.54299622531711,-9.561317294800277
114,2010-06-18,10449.51,3.14e-05,0.001628195333172833,-13.293827458768144,-10.368702665050067
115,2010-06-21,10445.05,0.000198983,-0.00042690538281132235,-14.372086590942658,-8.522291164024566
116,2010-06-22,10295.71,9.16e-05,-0.014400878357505404,-8.435595303247414,-9.298079286284189
117,2010-06-23,10299.87,0.000131645,0.0004039701777347046,-19.02838979017207,-8.935401652234269
118,2010-06-24,10154.16,0.000119531,-0.014247800058649797,-8.456487119353334,-9.03193480600882
119,2010-06-25,10168.82,0.00011085,0.0014427020587299863,-13.60223948834874,-9.107332621901953
120,2010-06-28,10136.55,7.05e-05,-0.003178472213783924,-11.305050386978513,-9.55989784814605
121,2010-06-29,9872.72,0.000356976,-0.026372305530070354,-7.245997751410797,-7.93784200533522
122,2010-06-30,9767.45,9.96e-05,-0.010719969136104913,-9.010623911751757,-9.214348393373722
123,2010-07-01,9730.79,0.000221238,-0.0037603438257254517,-10.998167733176272,-8.416271512835266
124,2010-07-02,9681.94,0.000149396,-0.005032790659533236,-10.456476937485013,-8.808910059385694
125,2010-07-06,9745.59,0.000248688,0.006552580563889672,-10.159196872415922,-8.299311459223732
126,2010-07-07,10017.29,9.3e-05,0.027497724998760395,-7.211463944263946,-9.282911064811017
127,2010-07-08,10137.71,0.000112089,0.011949534399207158,-8.910165033515929,-9.09621735937351
128,2010-07-09,10197.19,4.23e-05,0.005850057746315771,-10.39879672544181,-10.070723471912041
129,2010-07-12,10216.27,5.69e-05,0.001869355372018157,-12.953008324381791,-9.774215216831989
130,2010-07-13,10360.82,0.000127641,0.014049836766475612,-8.577850379519173,-8.966288922050293
131,2010-07-14,10367.56,6.12e-05,0.0006503161595393072,-16.09348680217465,-9.701363368445994
132,2010-07-15,10357.42,9.04e-05,-0.0009785293697850569,-13.277437835960768,-9.311266290566143
133,2010-07-16,10099.26,0.000128247,-0.02524101723170047,-7.332577857721657,-8.961552465999853
134,2010-07-19,10156.93,6.81e-05,0.00569407729855657,-10.456126443099285,-9.594533344808807
135,2010-07-20,10230.95,0.000234581,0.007261208642195358,-9.943492170021553,-8.357709613941985
136,2010-07-21,10120.3,0.000100516,-0.010874132088339995,-8.982914319727826,-9.205193639156652
137,2010-07-22,10319.88,0.000210034,0.019528824390123663,-7.905830522126513,-8.468241135590063
138,2010-07-23,10423.71,9.15e-05,0.01001088694228559,-9.275239325666938,-9.299171585682798
139,2010-07-26,10522.48,3.19e-05,0.009430901950661815,-9.398801606664295,-10.352904548173475
140,2010-07-27,10537.39,7.04e-05,0.0014159633930459054,-13.650894824686352,-9.561317294800277
141,2010-07-28,10498.72,4.3e-05,-0.003676539394245024,-11.03956827369948,-10.054310442270712
142,2010-07-29,10465.42,0.000106779,-0.003176856098694735,-11.305971817980987,-9.14474927998572
143,2010-07-30,10463.83,0.000169743,-0.0001519404663864564,-15.274660650949397,-8.681225029489143
144,2010-08-02,10673.39,0.000198598,0.019829179662624444,-7.874783546705226,-8.524227876897363
145,2010-08-03,10634.57,3.66e-05,-0.0036437127674286544,-11.056021581262428,-10.215462317556954
146,2010-08-04,10682.32,4.63e-05,0.004480023105083787,-10.9693663009367,-9.980368596872086
147,2010-08-05,10676.04,5.84e-05,-0.0005880601489042847,-13.986117673793837,-9.748194668130093
148,2010-08-06,10651.67,9.72e-05,-0.00228529088271898,-11.892627336043864,-9.23873984649788
149,2010-08-09,10697.84,2.42e-05,0.004325164556502323,-11.045427804857344,-10.629157924801634
150,2010-08-10,10646.83,0.000124153,-0.004779656664708499,-10.553178278683834,-8.993995881984693
151,2010-08-11,10383.9,0.000376725,-0.025005665550897,-7.351070656059069,-7.883995079660056
152,2010-08-12,10319.95,0.000102106,-0.00617761463461576,-10.06951133373723,-9.189499068604535
153,2010-08-13,10304.29,4.39e-05,-0.0015186017045502281,-12.586463977107712,-10.033596237883149
154,2010-08-16,10301.49,8.32e-05,-0.00027176840840139314,-14.830699707959214,-9.394263210137112
155,2010-08-17,10405.17,8.08e-05,0.010014253043536,-9.274544022342651,-9.423533592437224
156,2010-08-18,10416.37,5.86e-05,0.0010758090977140316,-14.402546718158442,-9.744775861381306
157,2010-08-19,10271.44,0.000165563,-0.014011378781201947,-8.489188422719506,-8.706158770928996
158,2010-08-20,10211.95,6.36e-05,-0.005808625160833393,-10.186252474492234,-9.662897087618198
159,2010-08-23,10173.28,7.21e-05,-0.003793927896255902,-10.981814322283679,-9.537456513673371
160,2010-08-24,10038.56,0.000157637,-0.013330997588219014,-8.586395415685836,-8.755215636521424
161,2010-08-25,10060.59,8.14e-05,0.0021921333809640647,-12.572251138604097,-9.416135284955779
162,2010-08-26,9990.28,8.88e-05,-0.007013190767479495,-9.827916427774575,-9.32912390796615
163,2010-08-27,10152.16,0.000120329,0.016073870433471922,-8.302630358744468,-9.02528090002825
164,2010-08-30,10008.44,5.81e-05,-0.01425775370286156,-8.455122012233511,-9.753344894106409
165,2010-08-31,10007.76,0.000152061,-6.79449646048093e-05,-15.657522617123455,-8.791228801834167
166,2010-09-01,10268.49,0.000264103,0.025719190883746842,-7.346877158527993,-8.239171379392118
167,2010-09-02,10319.8,2.48e-05,0.004984397075199141,-10.739960289964369,-10.604666904793337
168,2010-09-03,10448.31,0.000131375,0.012375862823626333,-8.838096807166297,-8.93745472876716
169,2010-09-07,10342.05,6.75e-05,-0.010222134227141657,-9.102821429409223,-9.60338296008579
170,2010-09-08,10387.84,5.21e-05,0.0044177826773656665,-10.999589995724072,-9.862345609204953
171,2010-09-09,10415.92,9.5e-05,0.0026995136506529115,-12.090287438656917,-9.261633666363734
172,2010-09-10,10465.57,1.69e-05,0.004755416741366822,-10.840859999446616,-10.988196936035246
173,2010-09-13,10545.41,8.6e-05,0.007599872474607813,-9.848080750047286,-9.361163261710766
174,2010-09-14,10526.57,3.58e-05,-0.0017881570711517246,-12.31425406972674,-10.23756266455762
175,2010-09-15,10573.95,3.87e-05,0.00449089213255433,-10.964134873683804,-10.159670957928538
176,2010-09-16,10598.84,2.32e-05,0.0023511319448804168,-12.408366662499096,-10.67135827929201
177,2010-09-17,10603.76,4.32e-05,0.00046409403453417735,-17.836525771113187,-10.04967006271421
178,2010-09-20,10753.16,3.29e-05,0.013991009664223564,-8.586444407148166,-10.322037900192948
179,2010-09-21,10764.59,5.11e-05,0.0010623788337571832,-14.438898752528702,-9.881726060754616
180,2010-09-22,10740.07,4.41e-05,-0.002280436949585412,-11.896342502743394,-10.029050775511474
181,2010-09-23,10666.2,9.53e-05,-0.006901743575796039,-9.858502284279721,-9.258480747304118
182,2010-09-24,10858.36,0.000140406,0.017855427036292452,-8.08822474167298,-8.870972332242944
183,2010-09-27,10816.89,2.22e-05,-0.0038264887925498307,-10.966085789764668,-10.71541826908604
184,2010-09-28,10858.59,5.28e-05,0.003847670404148924,-11.300011216410999,-9.848999367252059
185,2010-09-29,10831.87,4.82e-05,-0.002463757201653315,-11.76061174500716,-9.94015153690772
186,2010-09-30,10788.13,0.000126939,-0.004046258989518761,-10.863042838921968,-8.971803901854493
187,2010-10-01,10829.15,8.15e-05,0.003795116613555177,-11.330118044800503,-9.414907537717458
188,2010-10-04,10751.88,3.7e-05,-0.007160949240605764,-9.788073226557419,-10.20459264532005
189,2010-10-05,10941.01,0.000101664,0.017437491483244905,-8.13649789274612,-9.193837299877169
190,2010-10-06,10966.06,2.95e-05,0.002286933936648098,-12.472929876217432,-10.4311202946185
191,2010-10-07,10947.06,4.06e-05,-0.001734121363033979,-12.36593330251938,-10.111742491356587
192,2010-10-08,11004.66,3.27e-05,0.005247892392371747,-10.629820933000365,-10.328135480061066
193,2010-10-11,11010.26,1.43e-05,0.0005087458978531962,-17.261031286279614,-11.155251020698412
194,2010-10-12,11019.72,6.58e-05,0.0008588297022026973,-15.090343933149239,-9.628890719633002
195,2010-10-13,11096.84,4.69e-05,0.006973988049712925,-10.02813795682512,-9.96749288251204
196,2010-10-14,11093.36,4.34e-05,-0.00031365197506364156,-14.696166186979163,-10.045051116857914
197,2010-10-15,11062.71,5.29e-05,-0.0027667379234433643,-11.554700051228547,-9.847107219100021
198,2010-10-18,11142.93,2.29e-05,0.007225222869721895,-9.95390317335461,-10.68437364740408
199,2010-10-19,10982.64,0.000225478,-0.014489371734968053,-8.423616710384335,-8.397287964756533
200,2010-10-20,11105.54,6.96e-05,0.011128238569385425,-9.056776615644523,-9.5727459906239
201,2010-10-21,11146.49,8.29e-05,0.0036805672316347023,-11.397354730563036,-9.397875495823024
202,2010-10-22,11131.13,1.79e-05,-0.0013789626031837242,-12.743534646228326,-10.930709845117565
203,2010-10-25,11165.79,5.87e-05,0.00310895208104292,-11.771487510783484,-9.743070831130224
204,2010-10-26,11169.35,5.97e-05,0.00031878018495931274,-22.764992802851935,-9.726178537565717
205,2010-10-27,11124.69,6.72e-05,-0.0040064573077882495,-10.881315154197614,-9.60783731043517
206,2010-10-28,11107.44,5.38e-05,-0.0015518084377571938,-12.55085982334509,-9.830237090796535
207,2010-10-29,11120.91,3.23e-05,0.0012119659487813115,-14.067107370689175,-10.340443327735663
208,2010-11-01,11123.1,7.58e-05,0.00019690694322429126,-17.846320657328267,-9.487412265315948
209,2010-11-02,11187.66,6.4e-05,0.005787358224911311,-10.421644427976627,-9.656627474604603
210,2010-11-03,11215.74,8.68e-05,0.00250676367910591,-12.259991397303919,-9.351903936297969
211,2010-11-04,11432.72,0.000111324,0.019161270896218767,-7.944491302461992,-9.10306568950514
212,2010-11-05,11442.79,2.94e-05,0.0008804175863591991,-15.01029664670814,-10.434515883619639
213,2010-11-08,11404.57,3.57e-05,-0.0033456850727294016,-11.211937175015686,-10.24035986917868
214,2010-11-09,11347.66,4.04e-05,-0.005002596992527304,-10.46776882121491,-10.116680772997169
215,2010-11-10,11353.41,4.25e-05,0.0005065840617174485,-17.28539145401893,-10.066006482033902
216,2010-11-11,11284.61,7.45e-05,-0.006078288809823361,-10.100271897078818,-9.50471143257876
217,2010-11-12,11192.73,7.48e-05,-0.008175390126063843,-9.534069604555077,-9.500692672983842
218,2010-11-15,11201.28,4.04e-05,0.0007635970882791308,-15.487589424613777,-10.116680772997169
219,2010-11-16,11024.03,0.000146512,-0.015950621882351464,-8.235538144055319,-8.828403221598897
220,2010-11-17,11008.06,2.83e-05,-0.001449703845339719,-12.662421809983123,-10.472648753315083
221,2010-11-18,11178.73,0.000127496,0.01538513381032442,-8.392095487616098,-8.967425566406941
222,2010-11-19,11202.42,2.58e-05,0.0021169608216980423,-12.654671967064766,-10.565136066036702
223,2010-11-22,11178.13,8.88e-05,-0.0021706356221972635,-11.982282016236201,-9.32912390796615
224,2010-11-23,11038.64,0.00015165,-0.012557345912516716,-8.702991868994399,-8.793935323829684
225,2010-11-24,11188.12,9.19e-05,0.013450656204974362,-8.667161387281297,-9.294809528602633
226,2010-11-26,11092.0,0.000105195,-0.008628373306279868,-9.430294536013415,-9.159694787307291
227,2010-11-29,11053.51,0.000117667,-0.0034761031700922896,-11.142207714811407,-9.047651956841909
228,2010-11-30,11006.78,0.000106083,-0.0042365780227541965,-10.777906369731506,-9.151288751383623
229,2010-12-01,11253.43,0.000245909,0.022161524509460753,-7.6488164320023,-8.310549009167898
230,2010-12-02,11362.26,2.11e-05,0.009624366098165178,-9.356731020411408,-10.766237517482253
231,2010-12-03,11378.99,2.66e-05,0.0014713353943278454,-13.551416407992873,-10.534599342176621
232,2010-12-06,11362.57,1.6e-05,-0.001444052461956722,-12.668782220038665,-11.042921835724492
233,2010-12-07,11359.01,8.55e-05,-0.0003133584925986338,-14.697078078331975,-9.366994182021559
234,2010-12-08,11370.97,2.19e-05,0.0010523547406339575,-14.46646845112016,-10.729023921141819
235,2010-12-09,11369.15,2.14e-05,-0.0001600695162458095,-15.241219263460918,-10.752119635936468
236,2010-12-10,11403.36,1.15e-05,0.0030045019837129307,-11.848113820961949,-11.37316352259507
237,2010-12-13,11428.56,2.09e-05,0.002207436801883432,-12.555880353081752,-10.77576139899351
238,2010-12-14,11479.34,1.81e-05,0.004433412331465934,-10.9919572463411,-10.919598619692493
239,2010-12-15,11461.48,1.91e-05,-0.0015570501497612934,-12.545297149023828,-10.86582222291169
240,2010-12-16,11500.38,2.9e-05,0.0033882305017685715,-11.579950968786877,-10.4482147279778
241,2010-12-17,11495.01,1.14e-05,-0.0004670501433213207,-14.268750985128403,-11.381897202563824
242,2010-12-20,11477.38,1.28e-05,-0.0015348863101466881,-12.568924467503905,-11.266065387038703
243,2010-12-21,11534.74,1.14e-05,0.004985209428249868,-10.739611238344363,-11.381897202563824
244,2010-12-22,11559.34,5.23e-06,0.0021304169124110755,-12.63966662838617,-12.161099279887443
245,2010-12-23,11574.71,7.14e-06,0.0013287774740266339,-13.818304272489813,-11.84979778161278
246,2010-12-27,11556.09,2.23e-05,-0.0016099749271057421,-12.489981748331903,-10.710923879498202
247,2010-12-28,11579.85,8.33e-06,0.0020539479574230536,-12.726477714004632,-11.695647101785523
248,2010-12-29,11588.48,1.36e-05,0.000744982517008072,-15.575383993649265,-11.205440765222267
249,2010-12-30,11570.47,8.32e-06,-0.0015553385305147915,-12.54711187408227,-11.696848303131157
250,2010-12-31,11581.97,1.21e-05,0.0009934158944591162,-14.636739630371572,-11.322305105361579
251,2011-01-03,11666.66,8.06e-05,0.007285622818538974,-9.936459662676269,-9.426011908451692
252,2011-01-04,11689.97,1.67e-05,0.001996007792135288,-12.7948582366579,-11.000101838541564
253,2011-01-05,11724.63,1.8e-05,0.0029605481465230974,-11.881257874191526,-10.92513880006811
254,2011-01-06,11694.74,2.2e-05,-0.0025525892651723577,-11.698012402207311,-10.724468104605958
255,2011-01-07,11674.15,3.03e-05,-0.0017621723007034999,-12.338939036984389,-10.40436284544895
256,2011-01-10,11637.14,4.42e-05,-0.0031752881197020964,-11.30686621002186,-10.026785768880622
257,2011-01-11,11672.64,4.15e-05,0.0030459341483762077,-11.81736629342907,-10.08981713072762
258,2011-01-12,11755.82,3.09e-05,0.00710079531504075,-9.990324652850186,-10.384754374060574
259,2011-01-13,11731.29,1.56e-05,-0.0020888060658738644,-12.04881910841272,-11.068239643708782
260,2011-01-14,11785.94,1.71e-05,0.00464766457389281,-10.890161564099746,-10.97643209445566
261,2011-01-18,11838.31,1.79e-05,0.004433587164465747,-10.991872031087356,-10.930709845117565
262,2011-01-19,11826.66,2.03e-05,-0.000984577706299145,-13.268215874808442,-10.804889671916532
263,2011-01-20,11825.22,4.21e-05,-0.00012176621915716738,-15.403924140085635,-10.075462817275938
264,2011-01-21,11872.97,5.05e-05,0.004029849083022019,-11.199020209110989,-9.89353722168296
265,2011-01-24,11979.91,1.15e-05,0.008966692199098993,-9.50351137810255,-11.37316352259507
266,2011-01-25,11976.96,4.08e-05,-0.00024627591291443666,-14.917246440601943,-10.106828476554158
267,2011-01-26,11984.99,2.63e-05,0.0006702292843941802,-15.972800918023843,-10.545941618780555
268,2011-01-27,11989.22,1.81e-05,0.000352879201766853,-21.385776299913363,-10.919598619692493
269,2011-01-28,11825.29,4.85e-05,-0.013767454321285488,-8.523497491163395,-9.933946760020836
270,2011-01-31,11890.08,2.05e-05,0.005463980633023718,-10.543815471653073,-10.795085671819912
271,2011-02-01,12036.07,4.13e-05,0.012203535613362036,-8.866915707507545,-10.094648057997286
272,2011-02-02,12040.61,1.2e-05,0.00037712841253933674,-19.93263932107684,-11.330603908176274
273,2011-02-03,12062.33,2.4e-05,0.001802270252442422,-13.042134869096829,-10.637456727616328
274,2011-02-04,12089.88,2.08e-05,0.002281365717585308,-12.478629251735667,-10.780557571257003
275,2011-02-07,12160.34,1.68e-05,0.00581109765431864,-10.412963049387692,-10.994131671555062
276,2011-02-08,12233.0,1.16e-05,0.00595738139133074,-10.360283736650825,-11.364505459851955
277,2011-02-09,12239.96,1.76e-05,0.0005687910402045434,-16.681295870189846,-10.947611655920168
278,2011-02-10,12227.17,4.81e-05,-0.0010454843837421333,-13.177646611925484,-9.942228380852558
279,2011-02-11,12275.68,3.13e-05,0.00395954457365348,-11.237391728049616,-10.371892460418167
280,2011-02-14,12267.51,1.31e-05,-0.000665765151292499,-13.823650083625699,-11.242898327757167
281,2011-02-15,12224.07,3.01e-05,-0.0035473452960433946,-11.10511970512468,-10.410985386209443
282,2011-02-16,12286.28,3.53e-05,0.005076233802155071,-10.700880769694505,-10.251627594025024
283,2011-02-17,12315.95,1.73e-05,0.002411977644636555,-12.349040629779514,-10.96480405646054
284,2011-02-18,12389.59,1.19e-05,0.005961433596591539,-10.358844036209675,-11.33897215784679
285,2011-02-22,12212.94,0.000121764,-0.014360558511897164,-8.4410769384089,-9.013425812879328
286,2011-02-23,12108.58,5.75e-05,-0.008581753153434925,-9.44072968412801,-9.76372561016097
